id,Suburb,Type,Method,Real_Estate_Agent,Distance,Postcode,Number_of_Bedroom,Number_of_Bathroom,Number_of_Carpark,Latitude,Longitude,Median_rent_weekly
8179,Wyndham Vale,h,SP,hockingstuart,27.2,3024,3,2,2,-37.88318,144.61741,350
8180,Wyndham Vale,h,SP,Sweeney,27.2,3024,4,2,2,-37.8955,144.61192,350
8181,Wyndham Vale,h,S,hockingstuart,27.2,3024,3,1,1,-37.88721,144.6246,350
8182,Wyndham Vale,h,S,hockingstuart,27.2,3024,4,2,2,-37.88102,144.63138,350
8183,Beaumaris,h,S,Hodges,17.3,3193,2,1,4,-37.98489,145.04116,577
8184,Black Rock,u,S,Hodges,17.3,3193,2,1,1,-37.96341,145.01735,577
8185,Beaumaris,h,S,Ray,17.3,3193,4,3,2,-37.99035,145.03839,577
8186,Black Rock,u,S,Buxton,17.3,3193,3,2,2,-37.97359,145.0214,577
8187,Beaumaris,t,PI,McGrath,17.3,3193,3,3,2,-37.98453,145.02659,577
8188,Black Rock,u,S,Hodges,17.3,3193,2,1,1,-37.97853,145.0175,577
8189,Black Rock,h,PI,hockingstuart,17.3,3193,4,3,2,-37.97359,145.01884,577
8190,Beaumaris,h,S,Ray,17.3,3193,3,1,2,-37.97289,145.05079,577
8191,Beaumaris,h,S,Buxton,17.3,3193,5,4,4,-37.97775,145.02754,577
8192,Beaumaris,h,S,Ray,17.3,3193,4,2,2,-37.98902,145.04153,577
8193,Beaumaris,h,SP,Hodges,17.3,3193,4,2,2,-37.9792,145.035,577
8194,Beaumaris,h,VB,Ray,17.3,3193,6,3,2,-37.9874,145.0315,577
8195,Beaumaris,h,S,Ray,17.3,3193,6,4,2,-37.9785,145.0518,577
8196,Beaumaris,t,SP,Chisholm,17.3,3193,4,2,3,-37.9904,145.03871,577
8197,Beaumaris,h,S,Bayside,17.3,3193,4,2,2,-37.97559,145.04546,577
8198,Beaumaris,h,S,McGrath,17.3,3193,4,3,4,-37.98124,145.04465,577
8199,Black Rock,h,S,hockingstuart,17.3,3193,4,2,1,-37.97585,145.02455,577
8200,Beaumaris,h,S,Buxton,17.3,3193,4,2,2,-37.98316,145.02748,577
8201,Beaumaris,h,S,Buxton,17.3,3193,3,1,3,-37.9754,145.02694,577
8202,Beaumaris,h,VB,Hodges,17.3,3193,4,2,2,-37.97677,145.03506,577
8203,Blackburn,h,S,Jellis,13.4,3130,4,3,4,-37.81726,145.16061,415
8204,Blackburn North,h,SP,Noel,13.4,3130,4,2,1,-37.80755,145.1638,415
8205,Blackburn,h,PI,Fletchers,13.4,3130,3,1,1,-37.82876,145.13809,415
8206,Blackburn South,h,S,Noel,13.4,3130,3,1,2,-37.83831,145.13985,415
8207,Blackburn,u,S,Barry,13.4,3130,2,1,1,-37.82945,145.15697,415
8208,Blackburn South,h,S,Barry,13.4,3130,3,2,2,-37.84453,145.14446,415
8209,Blackburn,h,S,Noel,13.4,3130,3,1,2,-37.81169,145.15735,415
8210,Blackburn North,h,PI,Jellis,13.4,3130,4,2,2,-37.8051,145.14351,415
8211,Blackburn,h,S,Jellis,13.4,3130,3,1,2,-37.82956,145.13868,415
8212,Blackburn North,u,S,Hoskins,13.4,3130,2,1,1,-37.80906,145.15787,415
8213,Blackburn South,h,S,Fletchers,13.4,3130,3,2,1,-37.83574,145.14866,415
8214,Blackburn South,u,S,Ray,13.4,3130,2,1,1,-37.8321,145.14444,415
8215,Blackburn North,h,S,Jellis,13.4,3130,4,1,3,-37.80815,145.15441,415
8216,Blackburn,h,S,Fletchers,13.4,3130,3,2,3,-37.81231,145.1642,415
8217,Blackburn,h,VB,Jellis,13.4,3130,5,3,2,-37.82665,145.1518,415
8218,Blackburn,h,VB,Noel,13.4,3130,4,2,2,-37.82942,145.16714,415
8219,Blackburn South,h,S,Ray,13.4,3130,4,3,2,-37.84307,145.13419,415
8220,Blackburn North,h,PI,Fletchers,13.4,3130,4,2,2,-37.80505,145.14919,415
8221,Blackburn South,h,S,McGrath,13.4,3130,4,2,2,-37.84378,145.13407,415
8222,Blackburn,h,S,Noel,13.4,3130,3,1,1,-37.81511,145.15828,415
8223,Blackburn South,h,S,Ray,13.4,3130,3,2,2,-37.8429,145.14895,415
8224,Blackburn,h,VB,Justin,13.4,3130,4,2,2,-37.83135,145.15811,415
8225,Blackburn,h,S,hockingstuart,13.4,3130,4,2,3,-37.82825,145.15816,415
8226,Blackburn South,h,S,Ray,13.4,3130,5,3,2,-37.84489,145.1454,415
8227,Blackburn,h,S,Philip,13.4,3130,4,2,3,-37.8259,145.1549,415
8228,Blackburn North,h,S,Noel,13.4,3130,5,4,6,-37.80554,145.15549,415
8229,Blackburn,h,S,Ray,13.4,3130,3,2,2,-37.81439,145.14541,415
8230,Blackburn North,h,S,Fletchers,13.4,3130,3,2,1,-37.80265,145.16099,415
8231,Blackburn South,h,PI,Noel,13.4,3130,3,2,1,-37.83353,145.15852,415
8232,Blackburn South,h,VB,Jellis,13.4,3130,4,2,1,-37.83533,145.14455,415
8233,Blackburn North,h,PI,Nelson,13.4,3130,5,2,2,-37.80532,145.16109,415
8234,Blackburn South,h,PI,Fletchers,13.4,3130,3,1,2,-37.84477,145.15582,415
8235,Blackburn South,h,S,Noel,13.4,3130,4,2,2,-37.83624,145.14265,415
8236,Blackburn North,t,S,Noel,13.4,3130,3,2,2,-37.80862,145.14474,415
8237,Blackburn South,h,S,Woodards,13.4,3130,4,3,2,-37.83702,145.15345,415
8238,Blackburn North,h,S,Barry,13.4,3130,4,3,2,-37.80394,145.16754,415
8239,Bonbeach,h,S,Ray,27.0,3196,3,2,2,-38.06257,145.1226,396
8240,Chelsea,h,S,Ray,27.0,3196,3,2,2,-38.04683,145.1261,396
8241,Chelsea Heights,h,S,Buxton,27.0,3196,4,2,2,-38.03526,145.13286,396
8242,Edithvale,h,S,O'Brien,27.0,3196,6,4,4,-38.03548,145.11763,396
8243,Edithvale,u,S,Ray,27.0,3196,2,1,2,-38.03093,145.11618,396
8244,Edithvale,h,SP,O'Brien,27.0,3196,5,6,3,-38.04105,145.1216,396
8245,Chelsea,u,S,Eview,27.0,3196,2,1,2,-38.04602,145.1191,396
8246,Edithvale,u,S,O'Brien,27.0,3196,2,1,2,-38.0371,145.11717,396
8247,Chelsea Heights,h,S,Ray,27.0,3196,5,5,4,-38.03335,145.13212,396
8248,Bonbeach,t,S,hockingstuart,27.0,3196,4,3,2,-38.06189,145.11766,396
8249,Chelsea,h,S,Ray,27.0,3196,3,1,3,-38.04666,145.12354,396
8250,Chelsea Heights,h,SP,hockingstuart,27.0,3196,3,1,1,-38.04513,145.1346,396
8251,Edithvale,h,SP,Eview,27.0,3196,3,1,3,-38.03819,145.12443,396
8252,Bonbeach,h,SP,hockingstuart,27.0,3196,3,2,2,-38.06866,145.12677,396
8253,Edithvale,h,S,Hodges,27.0,3196,3,1,2,-38.03288,145.11678,396
8254,Bonbeach,h,S,Buxton,27.0,3196,3,1,2,-38.06688,145.12398,396
8255,Chelsea Heights,h,S,Ray,27.0,3196,3,1,1,-38.04922,145.13904,396
8256,Edithvale,h,S,Barry,27.0,3196,2,2,1,-38.03842,145.11613,396
8257,Bonbeach,h,SP,Buxton,27.0,3196,4,2,2,-38.06923,145.1278,396
8258,Bonbeach,h,S,O'Brien,27.0,3196,3,2,3,-38.06087,145.12686,396
8259,Chelsea Heights,u,S,Ray,27.0,3196,2,1,1,-38.0436,145.1305,396
8260,Bonbeach,h,SP,hockingstuart,27.0,3196,4,2,2,-38.0644,145.1243,396
8261,Chelsea Heights,h,SP,Ray,27.0,3196,4,2,2,-38.0447,145.1327,396
8262,Chelsea Heights,h,S,Ray,27.0,3196,3,1,1,-38.04333,145.13326,396
8263,Chelsea Heights,h,S,hockingstuart/hockingstuart,27.0,3196,4,1,3,-38.04923,145.14209,396
8264,Bonbeach,h,PI,Buxton,27.0,3196,4,2,2,-38.06566,145.12478,396
8265,Boronia,h,SP,Appleby,25.0,3155,4,2,2,-37.87393,145.28858,376
8266,Boronia,h,SP,Barry,25.0,3155,4,1,3,-37.87377,145.28688,376
8267,Boronia,h,S,Ray,25.0,3155,3,1,2,-37.86126,145.25808,376
8268,Boronia,h,S,Philip,25.0,3155,4,2,4,-37.86434,145.25739,376
8269,Boronia,h,S,iTRAK,25.0,3155,3,2,2,-37.85284,145.26942,376
8270,Boronia,h,S,iTRAK,25.0,3155,4,2,4,-37.86669,145.29959,376
8271,Boronia,h,SP,Noel,25.0,3155,4,2,2,-37.8476,145.29493,376
8272,Boronia,h,S,Fletchers,25.0,3155,3,1,1,-37.86205,145.25333,376
8273,Boronia,h,S,iTRAK,25.0,3155,4,1,1,-37.85652,145.2758,376
8274,Boronia,h,S,LJ,25.0,3155,3,2,2,-37.84739,145.3024,376
8275,Boronia,h,S,Schroeder,25.0,3155,3,1,1,-37.84889,145.29539,376
8276,Boronia,h,S,Jellis,25.0,3155,4,1,2,-37.85237,145.2864,376
8277,Boronia,h,PI,Noel,25.0,3155,3,2,2,-37.86127,145.26246,376
8278,Burwood East,h,S,Barry,14.7,3151,4,2,2,-37.848,145.14165,439
8279,Burwood East,t,PI,Ray,14.7,3151,3,2,2,-37.85473,145.1521,439
8280,Burwood East,h,S,Ray,14.7,3151,3,2,2,-37.85695,145.15144,439
8281,Burwood East,h,S,Fletchers,14.7,3151,4,2,2,-37.84839,145.14299,439
8282,Burwood East,u,S,Ray,14.7,3151,3,2,2,-37.85377,145.15512,439
8283,Burwood East,h,VB,Fletchers,14.7,3151,4,2,2,-37.85985,145.15656,439
8284,Burwood East,h,S,Harcourts,14.7,3151,4,2,2,-37.85144,145.14736,439
8285,Burwood East,h,PI,Buxton,14.7,3151,3,2,2,-37.8485,145.1492,439
8286,Burwood East,h,S,hockingstuart,14.7,3151,3,2,2,-37.84767,145.15369,439
8287,Burwood East,h,S,Barry,14.7,3151,3,1,1,-37.8548,145.13302,439
8288,Carrum,u,S,Buxton,31.2,3197,2,1,1,-38.07938,145.13227,420
8289,Carrum,h,PI,Buxton,31.2,3197,4,2,2,-38.0781,145.12429,420
8290,Carrum,t,S,O'Brien,31.2,3197,2,1,1,-38.0796,145.13272,420
8291,Carrum,h,SP,Buxton,31.2,3197,3,2,1,-38.07912,145.12965,420
8292,Carrum,h,S,RT,31.2,3197,3,1,2,-38.0723,145.1319,420
8293,Carrum,h,S,hockingstuart,31.2,3197,4,1,3,-38.0792,145.1276,420
8294,Patterson Lakes,h,PI,Buxton,31.2,3197,4,2,2,-38.06049,145.14094,420
8295,Clayton,h,SA,Buxton,16.7,3168,3,1,2,-37.91865,145.14341,396
8296,Clayton,h,S,C21,16.7,3168,3,1,1,-37.92027,145.12937,396
8297,Notting Hill,u,S,Barry,16.7,3168,3,1,1,-37.90354,145.14394,396
8298,Clayton,u,SP,Buxton,16.7,3168,3,2,1,-37.91712,145.13625,396
8299,Clayton,h,S,Buxton,16.7,3168,4,2,2,-37.92374,145.13222,396
8300,Clayton,h,SP,Ray,16.7,3168,4,1,1,-37.9255,145.11331,396
8301,Clayton,h,S,Nelson,16.7,3168,3,1,1,-37.92624,145.1321,396
8302,Notting Hill,h,S,One,16.7,3168,4,3,3,-37.90779,145.15042,396
8303,Clayton,u,S,Buxton,16.7,3168,3,1,2,-37.92559,145.10804,396
8304,Notting Hill,h,S,One,16.7,3168,3,1,3,-37.90521,145.14866,396
8305,Clayton,h,PI,Ray,16.7,3168,3,2,2,-37.91737,145.11569,396
8306,Clayton,h,S,Woodards,16.7,3168,3,1,1,-37.91883,145.11209,396
8307,Clayton,h,SP,Darras,16.7,3168,3,2,1,-37.9112,145.12778,396
8308,Dingley Village,h,S,Buxton,22.2,3172,3,2,2,-37.986,145.12035,371
8309,Dingley Village,h,S,Buxton,22.2,3172,4,2,2,-37.97824,145.12949,371
8310,Dingley Village,h,SP,Ray,22.2,3172,3,2,1,-37.98217,145.14061,371
8311,Dingley Village,h,S,Ray,22.2,3172,5,3,2,-37.97545,145.12054,371
8312,Dingley Village,h,S,Ray,22.2,3172,4,2,3,-37.97533,145.12278,371
8313,Dingley Village,h,S,Buxton,22.2,3172,3,2,1,-37.98086,145.11993,371
8314,Dingley Village,t,S,Buxton,22.2,3172,3,2,2,-37.98146,145.11715,371
8315,Dingley Village,h,S,Ray,22.2,3172,3,2,4,-37.98596,145.13187,371
8316,Dingley Village,h,S,Ray,22.2,3172,4,2,2,-37.97936,145.13302,371
8317,Springvale South,h,PI,iSell,22.2,3172,3,1,2,-37.98031,145.15497,371
8318,Dingley Village,h,S,Buxton,22.2,3172,4,2,3,-37.98145,145.12834,371
8319,Dingley Village,h,S,Buxton,22.2,3172,4,2,2,-37.97215,145.12389,371
8320,Dingley Village,h,PI,Barry,22.2,3172,4,2,2,-37.96853,145.12948,371
8321,Dingley Village,h,S,Buxton,22.2,3172,4,2,2,-37.98564,145.12715,371
8322,Dingley Village,h,S,Buxton,22.2,3172,5,3,2,-37.98665,145.12308,371
8323,Dingley Village,h,S,Ray,22.2,3172,3,1,2,-37.98604,145.13088,371
8324,Dingley Village,h,SP,Buxton,22.2,3172,4,2,2,-37.98722,145.13573,371
8325,Dingley Village,h,PI,Ray,22.2,3172,3,2,2,-37.98068,145.13389,371
8326,Dingley Village,h,S,Buxton,22.2,3172,3,2,3,-37.9796,145.12432,371
8327,Dingley Village,h,PI,Buxton,22.2,3172,3,2,2,-37.98269,145.12811,371
8328,Dingley Village,h,PI,Ray,22.2,3172,4,2,2,-37.98687,145.12709,371
8329,Dingley Village,h,PI,Ray,22.2,3172,4,2,2,-37.97801,145.13348,371
8330,Doveton,h,SP,O'Brien,28.8,3177,3,1,1,-37.99095,145.2316,320
8331,Doveton,h,S,C21,28.8,3177,2,1,2,-37.99715,145.23526,320
8332,Doveton,h,SP,Stockdale,28.8,3177,3,1,0,-37.99608,145.23587,320
8333,Doveton,h,SP,C21,28.8,3177,3,1,2,-37.99515,145.23244,320
8334,Doveton,h,S,Area,28.8,3177,4,2,4,-37.99036,145.23941,320
8335,Doveton,h,S,Hall,28.8,3177,3,1,1,-37.99478,145.23681,320
8336,Glen Waverley,h,S,Harcourts,16.7,3150,4,1,2,-37.87173,145.15267,480
8337,Glen Waverley,u,S,Ray,16.7,3150,2,1,1,-37.88245,145.15982,480
8338,Wheelers Hill,h,S,Harcourts,16.7,3150,4,2,3,-37.92024,145.18049,480
8339,Glen Waverley,h,PI,VICProp,16.7,3150,4,2,2,-37.86957,145.17544,480
8340,Glen Waverley,h,PI,Jellis,16.7,3150,6,3,2,-37.87853,145.15542,480
8341,Glen Waverley,t,S,Harcourts,16.7,3150,3,2,2,-37.89873,145.15072,480
8342,Glen Waverley,h,S,Harcourts,16.7,3150,3,2,2,-37.88255,145.14727,480
8343,Glen Waverley,h,S,Harcourts,16.7,3150,4,2,2,-37.89814,145.14457,480
8344,Glen Waverley,u,S,McGrath,16.7,3150,3,2,2,-37.86931,145.15081,480
8345,Glen Waverley,h,S,Harcourts,16.7,3150,3,2,1,-37.89813,145.14652,480
8346,Glen Waverley,h,S,Harcourts,16.7,3150,3,2,1,-37.88984,145.18016,480
8347,Wheelers Hill,h,PI,Barry,16.7,3150,4,2,2,-37.91212,145.1793,480
8348,Wheelers Hill,h,S,Barry,16.7,3150,5,2,2,-37.91299,145.1767,480
8349,Glen Waverley,u,S,Ray,16.7,3150,2,1,1,-37.87606,145.15951,480
8350,Glen Waverley,h,S,Harcourts,16.7,3150,5,2,2,-37.88902,145.16678,480
8351,Wheelers Hill,h,S,Ray,16.7,3150,5,2,2,-37.8921,145.19118,480
8352,Glen Waverley,u,S,Harcourts,16.7,3150,2,1,1,-37.89919,145.14856,480
8353,Glen Waverley,h,S,Ray,16.7,3150,5,2,3,-37.90383,145.17166,480
8354,Glen Waverley,u,PI,McGrath,16.7,3150,3,2,2,-37.88599,145.17031,480
8355,Glen Waverley,h,S,Harcourts,16.7,3150,4,2,2,-37.87738,145.18083,480
8356,Glen Waverley,h,S,hockingstuart,16.7,3150,3,2,2,-37.88809,145.19011,480
8357,Glen Waverley,h,S,Barry,16.7,3150,5,2,2,-37.8888,145.18692,480
8358,Glen Waverley,h,S,Harcourts,16.7,3150,3,1,1,-37.86941,145.17108,480
8359,Glen Waverley,h,S,Ray,16.7,3150,5,2,1,-37.8656,145.15034,480
8360,Glen Waverley,h,S,Barry,16.7,3150,4,2,2,-37.89965,145.17135,480
8361,Wheelers Hill,h,S,Ray,16.7,3150,5,2,2,-37.90001,145.18688,480
8362,Glen Waverley,h,S,Ray,16.7,3150,3,1,5,-37.89698,145.14398,480
8363,Glen Waverley,h,S,Harcourts,16.7,3150,3,1,2,-37.8956,145.15502,480
8364,Glen Waverley,h,S,Ray,16.7,3150,5,4,2,-37.8693,145.17012,480
8365,Wheelers Hill,h,S,Barry,16.7,3150,4,2,2,-37.9117,145.20107,480
8366,Wheelers Hill,h,S,Barry,16.7,3150,4,2,2,-37.8943,145.18588,480
8367,Glen Waverley,h,S,Barry,16.7,3150,4,2,2,-37.87215,145.17259,480
8368,Wheelers Hill,h,SP,Bekdon,16.7,3150,5,2,3,-37.9158,145.1811,480
8369,Glen Waverley,h,S,Ray,16.7,3150,4,2,0,-37.8939,145.14707,480
8370,Glen Waverley,h,S,Barry,16.7,3150,4,1,1,-37.88638,145.16745,480
8371,Glen Waverley,h,S,Jellis,16.7,3150,5,4,2,-37.8785,145.1529,480
8372,Glen Waverley,h,PI,Harcourts,16.7,3150,3,2,2,-37.8963,145.1559,480
8373,Glen Waverley,h,S,LLC,16.7,3150,3,1,1,-37.8756,145.1599,480
8374,Glen Waverley,h,S,Ray,16.7,3150,5,3,2,-37.8689,145.1546,480
8375,Glen Waverley,h,PI,Noel,16.7,3150,5,2,2,-37.8842,145.1732,480
8376,Wheelers Hill,h,PI,Barry,16.7,3150,5,5,2,-37.90532,145.19323,480
8377,Glen Waverley,h,S,Barry,16.7,3150,5,3,2,-37.89524,145.1587,480
8378,Glen Waverley,h,SP,Harcourts,16.7,3150,5,3,2,-37.88385,145.15088,480
8379,Glen Waverley,h,S,Ray,16.7,3150,4,2,2,-37.88618,145.14701,480
8380,Glen Waverley,h,S,Harcourts,16.7,3150,3,1,2,-37.86993,145.16531,480
8381,Glen Waverley,h,S,JRW,16.7,3150,3,1,1,-37.86361,145.15233,480
8382,Glen Waverley,h,S,Fletchers,16.7,3150,4,2,2,-37.8697,145.18103,480
8383,Glen Waverley,h,VB,Jellis,16.7,3150,4,2,2,-37.87327,145.18531,480
8384,Glen Waverley,h,VB,Harcourts,16.7,3150,5,2,2,-37.89877,145.15125,480
8385,Wheelers Hill,h,S,LLC,16.7,3150,5,2,2,-37.89304,145.18475,480
8386,Greenvale,h,S,Barry,20.4,3059,3,2,1,-37.64049,144.8846,430
8387,Greenvale,h,S,Barry,20.4,3059,5,3,5,-37.65439,144.89113,430
8388,Greenvale,h,SP,RW,20.4,3059,5,4,5,-37.65039,144.89948,430
8389,Greenvale,h,S,Barry,20.4,3059,3,2,2,-37.6499,144.9013,430
8390,Greenvale,h,S,YPA,20.4,3059,4,2,2,-37.61236,144.90753,430
8391,Greenvale,h,S,YPA,20.4,3059,4,2,2,-37.61424,144.88705,430
8392,Greenvale,h,S,YPA,20.4,3059,4,2,1,-37.63958,144.90267,430
8393,Greenvale,h,S,RW,20.4,3059,3,2,2,-37.64297,144.88796,430
8394,Greenvale,h,SP,LJ,20.4,3059,5,3,2,-37.61079,144.90823,430
8395,Greenvale,h,S,Barry,20.4,3059,4,2,2,-37.65467,144.9035,430
8396,Greenvale,h,PI,hockingstuart,20.4,3059,5,2,2,-37.6248,144.87612,430
8397,Greenvale,h,S,Stockdale,20.4,3059,4,2,4,-37.62644,144.88999,430
8398,Greenvale,h,SP,YPA,20.4,3059,4,2,2,-37.61032,144.90828,430
8399,Greenvale,h,PI,buyMyplace,20.4,3059,6,2,2,-37.65843,144.89004,430
8400,Greenvale,h,SP,RW,20.4,3059,5,3,2,-37.6444,144.9081,430
8401,Greenvale,h,S,Barry,20.4,3059,3,2,2,-37.6558,144.8958,430
8402,Greenvale,h,VB,Barry,20.4,3059,5,2,2,-37.6529,144.8888,430
8403,Greenvale,h,S,Jason,20.4,3059,6,2,6,-37.64857,144.88562,430
8404,Greenvale,h,S,Barry,20.4,3059,4,2,2,-37.64374,144.88919,430
8405,Greenvale,h,S,LJ,20.4,3059,4,3,2,-37.61063,144.90826,430
8406,Greenvale,h,PI,Barry,20.4,3059,4,5,2,-37.62591,144.87871,430
8407,Greenvale,h,PI,YPA,20.4,3059,4,2,2,-37.64959,144.90648,430
8408,Greenvale,h,S,Barry,20.4,3059,4,2,2,-37.6102,144.88673,430
8409,Greenvale,h,S,HAR,20.4,3059,4,2,4,-37.62097,144.87569,430
8410,Greenvale,h,SP,Barry,20.4,3059,5,2,2,-37.65137,144.89972,430
8411,Greenvale,h,S,Ray,20.4,3059,3,2,2,-37.61354,144.88646,430
8412,Greenvale,h,SP,Jason,20.4,3059,5,2,3,-37.64775,144.9034,430
8413,Greenvale,h,S,Ray,20.4,3059,4,2,2,-37.62439,144.88629,430
8414,Greenvale,h,S,Ray,20.4,3059,3,2,2,-37.62525,144.87738,430
8415,Greenvale,h,SP,Raine,20.4,3059,4,2,2,-37.64221,144.8926,430
8416,Greenvale,h,S,Jason,20.4,3059,3,2,4,-37.65651,144.90259,430
8417,Heathmont,t,SP,Philip,21.3,3135,3,2,2,-37.8327,145.2348,386
8418,Ringwood East,h,S,Fletchers,21.3,3135,4,1,2,-37.81656,145.24247,386
8419,Ringwood East,h,S,Real,21.3,3135,4,1,1,-37.81186,145.25419,386
8420,Ringwood East,h,S,Barry,21.3,3135,4,2,1,-37.81109,145.25738,386
8421,Ringwood East,u,S,Barry,21.3,3135,2,1,2,-37.80551,145.24589,386
8422,Ringwood East,h,S,Philip,21.3,3135,4,1,2,-37.8159,145.24688,386
8423,Heathmont,h,S,Ray,21.3,3135,3,2,2,-37.82996,145.24311,386
8424,Heathmont,u,S,Fletchers,21.3,3135,2,1,1,-37.82118,145.24138,386
8425,Ringwood East,h,S,Noel,21.3,3135,3,1,2,-37.81953,145.24907,386
8426,Heathmont,h,S,Philip,21.3,3135,4,2,3,-37.82734,145.24487,386
8427,Heathmont,h,SP,Mandy,21.3,3135,3,1,2,-37.82536,145.24893,386
8428,Ringwood East,h,S,HAR,21.3,3135,3,2,4,-37.81289,145.24213,386
8429,Heathmont,h,S,Ray,21.3,3135,4,2,2,-37.82507,145.24058,386
8430,Heathmont,h,S,RW,21.3,3135,5,2,2,-37.83145,145.22826,386
8431,Ringwood East,h,PI,Philip,21.3,3135,4,2,2,-37.80103,145.25368,386
8432,Ringwood East,h,S,Fletchers,21.3,3135,3,1,1,-37.80954,145.25538,386
8433,Ringwood East,h,S,Carter,21.3,3135,2,2,2,-37.80401,145.25225,386
8434,Heathmont,h,S,hockingstuart,21.3,3135,2,1,1,-37.82575,145.24403,386
8435,Heathmont,h,SP,Barry,21.3,3135,4,2,2,-37.83465,145.24245,386
8436,Heathmont,h,PI,Woodards,21.3,3135,5,3,2,-37.8326,145.2533,386
8437,Ringwood East,h,VB,Fletchers,21.3,3135,4,3,2,-37.813,145.25542,386
8438,Heathmont,h,VB,Purplebricks,21.3,3135,4,2,6,-37.83206,145.24175,386
8439,Heathmont,h,S,Barry,21.3,3135,4,2,3,-37.83628,145.24784,386
8440,Heathmont,h,S,Barry,21.3,3135,3,2,2,-37.83057,145.25398,386
8441,Ringwood East,h,S,Real,21.3,3135,3,2,1,-37.82453,145.26356,386
8442,Ringwood East,t,PI,hockingstuart,21.3,3135,3,2,2,-37.80369,145.24773,386
8443,Heathmont,h,S,Fletchers,21.3,3135,4,3,4,-37.828,145.25283,386
8444,Ringwood East,h,S,Fletchers,21.3,3135,3,1,1,-37.79779,145.25674,386
8445,Melton South,h,S,Raine,29.8,3338,4,2,1,-37.69791,144.5807,341
8446,Melton South,h,S,hockingstuart,29.8,3338,4,2,1,-37.69392,144.57468,341
8447,Melton South,h,S,hockingstuart,29.8,3338,3,1,1,-37.70153,144.57243,341
8448,Melton South,h,S,Raine,29.8,3338,4,2,3,-37.69548,144.56775,341
8449,Melton South,h,S,hockingstuart,29.8,3338,3,1,1,-37.69467,144.57827,341
8450,Brookfield,h,S,Reliance,29.8,3338,4,2,2,-37.69104,144.54532,341
8451,Melton South,h,S,YPA,29.8,3338,3,1,2,-37.70228,144.57688,341
8452,Melton South,h,S,hockingstuart,29.8,3338,4,1,2,-37.71077,144.57198,341
8453,Melton South,h,S,Ryder,29.8,3338,3,1,1,-37.70484,144.57261,341
8454,Melton South,h,S,YPA,29.8,3338,3,1,1,-37.69891,144.57645,341
8455,Melton South,h,S,Ryder,29.8,3338,4,2,1,-37.70664,144.57978,341
8456,Melton South,h,S,Ryder,29.8,3338,3,1,2,-37.70486,144.5728,341
8457,Brookfield,h,S,Raine,29.8,3338,4,2,4,-37.69803,144.55433,341
8458,Melton South,h,S,Raine,29.8,3338,3,1,1,-37.70945,144.56748,341
8459,Melton South,h,S,HAR,29.8,3338,3,1,6,-37.7131,144.5755,341
8460,Melton South,h,S,hockingstuart,29.8,3338,3,1,4,-37.7113,144.5622,341
8461,Melton South,h,S,HAR,29.8,3338,3,1,3,-37.7041,144.5719,341
8462,Melton South,h,S,hockingstuart,29.8,3338,3,1,1,-37.7043,144.5731,341
8463,Melton South,h,S,HAR,29.8,3338,4,2,2,-37.7081,144.5628,341
8464,Melton South,h,S,hockingstuart,29.8,3338,3,1,4,-37.6979,144.5769,341
8465,Melton South,h,PI,PRDNationwide,29.8,3338,4,1,4,-37.71007,144.56563,341
8466,Melton South,h,S,hockingstuart,29.8,3338,4,1,2,-37.71357,144.57512,341
8467,Melton South,h,S,PRDNationwide,29.8,3338,3,1,1,-37.69648,144.57923,341
8468,Melton South,h,S,Ryder,29.8,3338,3,1,2,-37.7049,144.57315,341
8469,Melton South,h,S,Ryder,29.8,3338,3,1,0,-37.70531,144.57683,341
8470,Melton South,h,S,hockingstuart,29.8,3338,3,1,3,-37.70478,144.57211,341
8471,Mentone,t,SP,Hodges,20.0,3194,2,1,1,-37.98937,145.06723,392
8472,Mentone,h,S,hockingstuart,20.0,3194,3,1,2,-37.97584,145.08107,392
8473,Mentone,t,S,Obrien,20.0,3194,3,2,2,-37.97889,145.0745,392
8474,Mentone,u,S,Buxton,20.0,3194,2,1,1,-37.98558,145.05966,392
8475,Mentone,h,S,Greg,20.0,3194,5,2,2,-37.98439,145.06812,392
8476,Mentone,u,S,Chisholm,20.0,3194,2,1,1,-37.98346,145.06313,392
8477,Mentone,t,S,hockingstuart,20.0,3194,3,1,2,-37.97759,145.06482,392
8478,Mentone,h,S,Greg,20.0,3194,4,2,2,-37.98707,145.0609,392
8479,Mentone,h,PI,Hodges,20.0,3194,4,2,2,-37.98368,145.09237,392
8480,Mentone,h,S,Buxton,20.0,3194,3,2,2,-37.98329,145.0918,392
8481,Mentone,t,S,Obrien,20.0,3194,3,2,2,-37.97459,145.06937,392
8482,Mentone,t,S,hockingstuart,20.0,3194,3,3,2,-37.98087,145.06024,392
8483,Mentone,h,VB,Barry,20.0,3194,5,3,2,-37.97761,145.07659,392
8484,Mentone,h,S,Barry,20.0,3194,4,2,2,-37.98019,145.09049,392
8485,Mentone,h,S,Chisholm,20.0,3194,4,3,2,-37.9839,145.05638,392
8486,Mentone,t,SA,Upside,20.0,3194,3,3,2,-37.9791,145.0758,392
8487,Mentone,h,SP,O'Brien,20.0,3194,4,3,2,-37.976,145.0757,392
8488,Mentone,h,S,hockingstuart,20.0,3194,2,2,2,-37.9797,145.0751,392
8489,Mentone,h,S,Thomson,20.0,3194,3,2,2,-37.98112,145.05739,392
